titulo,tipoTrabajo,logoURL,empresa,localizacion,fechaPublicacion,salarioMinimo,salarioMaximo,aptoDiscapacitado,detalle,planPublicacion,confidencial,portal,oportunidad,fechaHoraPublicacion,idEmpresa,promedioEmpresa,gptwUrl,idArea,idSubarea,idPais,modalidadTrabajo,cantidadVacantes,latitud,longitud,links,id,tipoAviso
Practicante Profesional de Gestión Humana,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/3/0/0/6/6/5/4/logoMainPic_13006654_bum_v189eb562.jpg,RCS Capital Humano,"San Juan De Lurigancho., Lima",09-08-2023,0,0,False," Por encargo de CELIMA, importante empresa que ofrece revestimientos cerámicos, sanitarios, pegamentos, porcelanatos y griferías de la más alta calidad, nos encontramos en búsqueda de candidatos que cumplan con el siguiente perfil: Requisitos • Egresado de Ingeniería Industrial, Administración, Gestión de Recursos Humanos, Relaciones Industriales o afines. • Haber realizado 6 meses de prácticas o tener experiencia en el área de Gestión Humana aprendiendo sobre administración de personal, nóminas, selección, desarrollo, bienestar u otros. • Cursos de Gestión Humana (deseable) • Excel Intermedio • ERP Gestión Humana (deseable) • Interés por trabajar en una empresa del rubro industrial • Disponibilidad para trabajar en San Juan de Lurigancho Funciones • Apoyar en la revisión de la documentación para las nuevas contrataciones, promociones, traslados y nivelaciones. • Apoyar con la revisión y control de las horas extras y vacaciones del personal de la sede a cargo. • Aportar en la revisión, modificación y actualización de formatos, procedimientos del área y de la gerencia. •Apoyar en los procesos de reclutamiento y selección al personal •Brindar soporte en el proceso de inducción y contratación de personal. •Apoyar en las actividades de comunicación interna, eventos de integración, y otros relacionados a la gestión de los Recursos Humanos. • Dar soporte en actividades de Ordenamiento y Clasificación de la zona de Files Física • Elaborar el Proyecto de Digitalización de Documentos del Personal Competencias • Orientación al cliente interno • Organización en el trabajo • Compromiso • Proactividad • Comunicación Beneficios • Seguro Fola • Alimentación Cubierta al 100% • Bono de una subvención completa cada 6 meses Respetuosos con la legislación vigente y consecuentes con nuestros principios éticos, rechazamos todo tipo de discriminación y hacemos prevalecer la equidad, diversidad e inclusión en todas las etapas de nuestros procesos. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 13:05:03,13006654,,,17,48,11,Presencial,1,0.0,0.0,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115948031'}]",1115948031,simple
PRACTICANTE DE ATRACCIÓN DEL TALENTO,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10104709_bum_vf4ec2a25.jpg,Win Empresas,"San Isidro, Lima",09-08-2023,0,0,False," Somos Win Empresas y estamos aquí para acompañarte durante todo el viaje de la evolución digital de tu compañía. Por eso, estamos comprometidos en asegurar la aceleración del crecimiento de tu negocio, con agilidad y flexibilidad en todo momento. Para hacerlo, reunimos talento humano con tecnología, sumados a la más amplia red de socios y fibra óptica a nivel nacional, para sacar el máximos provecho al potencial de lo digital en cada industria. Porque sabemos que las conexiones más fuertes no sólo te la dan los cables; sino las personas, continuaremos siempre en la línea de la creatividad y la innovación para asegurarte un servicio con una propuesta de valor distinta en Conectividad, Cloud Híbrido, Ciberseguridad, Servicios Gestionados, Servicios de Data Center, Comunicaciones Unificadas y Telefonía Corporativa. ¡Llegamos para acompañarte en tu evolución digital! ¿Cuáles serán tus retos? Publicar los requerimientos en las diversas bolsas de empleo disponibles en el mercado. Gestionar el ´proceso de reclutamiento y selección de posiciones básicas de la organización Llevar a cabo filtros curriculares y telefónicos. Coordinar y dar seguimiento al envío y resolución de evaluaciones. Apoyar en la coordinación de las entrevistas y/o dinámicas grupales con los candidatos. Gestionar la creación de accesos en la plataforma Smartboleta. Otras funciones asignadas por el jefe directo Requisitos: ¿Qué buscamos? Egresado Universitario de la carrera de Administración, Marketing, Ingeniería Telecomunicaciones, Ing. Industrial, Sistemas, Ing. Electrónica y/o afines Contar con curso, Diplomado, Especialiación o Maestría es Ventas, Gestión Comercial y/o afines (deseable) Contar con experiencia en el puesto de 2 años a más Tener experiencia en ventas corporativas (B2B) de 2 años a más. Beneficios ¿Qué te ofrecemos? Trabajo híbrido. Buen ambiente laboral. Línea de carrera. Todos los beneficios de Ley para practicantes. Capacitación constante. Descuentos corporativos. #WinEmpresas Seguro de Vida Ley desde el primer día ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 12:55:49,10104709,4.0,,17,2565,11,Híbrido,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115948004'}]",1115948004,simple
ANALISTA DE RECURSOS HUMANOS,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13093281_bum_veefc44e5.jpg,ITIC PERU S.A.C.,"San Isidro, Lima",09-08-2023,0,0,False," ITIC Perú empresa con Orientación social y ambiental en búsqueda de LA EXCELENCIA OPERACIONAL E INTEGRIDAD en nuestros servicios, desea incorporar a su staff de profesionales un ANALISTA DE RECURSOS HUMANOS REQUISITOS: • Licenciado o Bachiller en Administración, Contabilidad, Psicología o afines. • Experiencia de 4 años en el área de recursos humanos. • Experiencia especifica de 3 años como analista de recursos humanos o cargos a fines. • Especialización o diplomados en gestión de recursos humanos, y legislación laboral • Manejo de Microsoft Office a nivel intermedio. • Capacidad de análisis y habilidades numéricas. • Conocimiento de SAP. • Software de Planilla FUNCIONES: • Elaborar la planilla de pago y coordinar el bono de las remuneraciones del personal. • Elaborar y entregar a contabilidad los asientos contables y provisiones relacionados con la planilla. • Administrar, registrar y actualizar la información relacionada con el personal de la empresa. • Gestión de contratos y renovaciones • Cálculo de beneficios sociales, CTS, gratificaciones, vacaciones, renta de 5ta categoría. • Coordinar y controlar el cumplimiento de las actividades del área de Recursos Humanos. • Proponer, gestionar y ejecutar políticas para la administración de los procesos de Recursos Humanos. • Coordinar, elaborar los contratos de trabajo del personal, entrega de Certificados de trabajo y liberación de CTS. • Verificar la existencia de certificaciones que demuestren las competencias técnicas, experiencia y formación del personal a contratar. • Divulgar a todo el personal el perfil del cargo, asegurando que cada uno lea y entienda el alcance de sus funciones y responsabilidades. • Efectuar el seguimiento a la ejecución de trámites, registros ante EsSalud, AFP. • Realizar el cálculo de las liquidaciones de beneficios sociales del personal desvinculado de la empresa, velando por el cumplimiento del procedimiento. • Brindar soporte a la Gerencia de Administración y desarrollo de nuevos negocios en los procesos de personal. • Controlar la conservación y actualización de files de personal. • Programar actividades de capacitación y desarrollo del personal. • Procesar Licencias, permisos y prestaciones de salud del personal. • Llevar el control de vacaciones, asistencia, puntualidad y permanencia del personal. • Entre otras funciones inherentes a la posición. UBICACIÓN: San Isidro -Lima ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 12:20:45,13093281,,,17,48,11,Presencial,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947923'}]",1115947923,simple
Psicólogo Coach especialista (Capacitador),Full-time,,IGH PERU S.A.,"Lima, Lima",09-08-2023,0,0,False," Requisitos: Profesionales en Psicología, Educación o campos afines. Experiencia en la industria minera de al menos 3 años. Experiencia en la impartición de capacitaciones en habilidades blandas y/o seguridad ocupacional. Conocimiento sólido en gamificación, storytelling y diseño instruccional. Competencias en autogestión, proactividad, trabajo en equipo, flexibilidad e innovación. Responsabilidades: Impartir capacitaciones en habilidades blandas y seguridad ocupacional a colaboradores del sector minero. Utilizar metodologías innovadoras como gamificación y storytelling para mejorar la comprensión y retención del contenido. Realizar intervenciones para mejorar el comportamiento relacionado con la seguridad laboral, siguiendo programas y metodologías específicas. Facilitar sesiones de capacitación a grupos de operarios y otros colaboradores del sector minero. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 12:13:18,10186649,,,17,2566,11,Presencial,7,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947900'}]",1115947900,simple
ANALISTA DE REMUNERACIÓN Y ADMINISTRACIÓN DE PERSONAL,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10127236_bum_v3dc8662.jpg,OYM BRANDS,"Lima, Lima",09-08-2023,0,0,False," REQUISITOS: - Bachiller o Titulado en Contabilidad. - Experiencia mínima de 2 años en la posición. - Manejo de office a nivel Intermedio. - Conocimiento en EJB Planillas y en el sistema contable Concar INDISPENSABLE FUNCIONES: - Elaborar y analizar la planilla del personal operativo y administrativo de la empresa. - Realizar el cálculo y pago de beneficios laborales y liquidaciones. - Realizar las declaraciones de PLAME, altas y bajas de T Registro, AFPNET, impuestos. - Análisis, reportería y provisiones contables asociados a la planilla - Gestionar el tareo de personal. - Gestionar, analizar y tramitar el seguro del personal (FOLA, SCTR, Vida ley, Oncológico, Asistencia médica, EPS, Essalud) - Elaborar y coordinación de las comisiones de ventas de los diferentes canales. BENEFICIOS: - Beneficios corporativos. - Dsctos en todas nuestras marcas. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 12:07:26,10127236,,,17,2637,11,Presencial,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947883'}]",1115947883,simple
Jefe de Gestión Humana - Lima Este,Full-time,,Confidencial,"Lima, Lima",09-08-2023,0,0,False," Importante empresa lider en su rubro, nos encontramos buscando los mejores talentos para el puesto de Jefe de Gestión Humana, que cumpla con el siguiente perfil : Proposito: Contribuir al éxito de la empresa, facilitar, sotener y brindar bienestar, aclarar el trabajo y funciones; retener el talento, motivar a los colaboradores, reforzar, controlar y regular el cumplimiento de la normativa laboral. Requisitos: Carrera Universitaria de: Administración, psicología, recursos humanos o afines. 4 años en posiciones similares. Manejo de Excel Nivel Intermedio Manejo de Office Nivel Intermedio Conocimiento de la legislación laboral (Deseable). Conocimiento de temas trasversales de rrhh: desempeño, selección, administración de personal, bienestar. Funciones: -Supervisar, asesorar y controlar, el cumplimiento adecuado del control de asisitencia y otros procesos, con la revision de los reportes y anomalias; con el fin de asegurar el correcto pago, de remuneracions , bonos y otros beneficios de los colaboradores. -Asesorar y controlar se cumpla las politicas, procedimientos y principales normativas legales, tanto a los colaboradores como a jefes y gerentes; con el fin de regular el cumplimiento de las mismas y reducir o eliminar las sanciones internas o externas. -Planear y programar los diversos eventos, cordinados con las areas de bienestrar y comunciacion, en beneficio de los colaboradores, asi como los reconocimientos u otros; como parte de las politicas de clima laboral, con el fin de mejorar la eficiencia y productividad. -Facilitador y mediador, ante la presencia de diferentes escenarios; solucion de problemas, mediante metodos y procedimientos; logrando la satisfaccion y reduccion de reclamos. Representacion ante el Sunafil, durante visitas inopinadas y comparecencias. -Supervisar y controlar las nuevas incorporaciones, asegurandonos de los registros correspondientes, inducciones, capacitaciones, entrega de funciones y politicas internas; seguimiento con el fin de retener el talento y cumplimiento del presupuesto de dotacion y rotacion, de acuerdo a los indicadores establecidos. -Reclutar, Entrevistar y Seleccionar al mejor talento para cubrir nuestras vacantes fijas y tambien las de campaña. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,09-08-2023 11:30:18,1290070,,,17,48,11,Presencial,1,-12.093084,-77.046491,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947801'}]",1115947801,simple
Jefe de RRHH,Full-time,,Confidencial,"Miraflores, Lima",09-08-2023,8000,9000,False," Empresa de Comercio de tecnología de celulares y equipos relacionados Formación: Titulado de Psicología/ administración /contabilidad con maestría en recursos humanos Funciones: 1. Analizar los requerimientos de personal, asegurando que sean justificados de acuerdo a las cargas laborales y necesidades de cada área. 2. Coordinar y supervisar el diseño, así como mantener actualizados los perfiles de personal que sean acordes a la estrategia de la empresa, en coordinación con los gerentes de la organización. 3. Dirigir y controlar el procedimiento de reclutamiento y selección de obreros y empleados, asegurando que la contratación de personas cumplan con el perfil requerido para desarrollar el cargo. 4. Realizar y coordinar programas de capacitación para los colaboradores a fin de cumplir con los planes de formación, desarrollo, mejoramiento y actualización del personal, a través de la detección de necesidades de capacitación. 5. Anticipar las necesidades de los colaboradores con el fin de solventar cualquier inquietud que puedan tener. 6. Mantener actualizado en referencia al marco legal laboral. 7. Realizar entrevistas de selección a candidatos de cargos de empleados, asegurando el adecuado análisis del perfil de acuerdo a las políticas definidas. 8. Desarrollar y mantener las estrategias y canales de comunicación interna de la empresa hacia el personal para asegurar la difusión de la visión, misión, estrategia y objetivos de la empresa, así como cualquier evento que requiera ser difundido internamente. 9. Desarrollar, coordinar y difundir eventos enfocados hacia la integración del personal y la difusión de la cultura organizacional en la empresa. 10. Mantener la comunicación directa y oportuna de cursos, acontecimientos y eventos relacionados al ámbito laboral y al desarrollo de la cultura organizacional que involucren al personal de la empresa. 11. Desarrollar, formalizar y comunicar las líneas de carrera y los esquemas de sucesión de cada cargo y monitorear su adecuada aplicación en la empresa. 12. Supervisar que los ascensos del personal de la empresa estén debidamente sustentados por una evaluación objetiva de conocimientos y desempeño y asegurar que cumplan con el perfil definido para el cargo en todos los casos y sin excepciones. 13. Monitorear, analizar y mejorar permanentemente el ambiente laboral de la empresa mediante la aplicación de encuestas y estudios. 14. Velar por el cumplimiento al reglamento interno de trabajo y a las disposiciones laborales legales. 15. Supervisar la administración de planillas y los pagos de remuneraciones y de personal de la empresa, en cumplimiento a los requerimientos legales y sindicales. 16. Mantener actualizados los organigramas de cada área de la empresa. 17. Asegurar la adecuada administración de los recursos del área, en cumplimiento al presupuesto asignado a sus funciones. 18. aplicar el Reglamento Interno de Trabajo, RISST, código de ética, manual de funciones, procedimientos y políticas internas vigentes emitidas por la empresa. 19. Diseño y desarrollo de los programas de capacitación y velar por su cumplimiento. 20. Levantar información de las necesidades de capacitación e incluirlo en el programa anual de capacitación. 21. Velar por el adecuado archivo de los soportes documentales que evidencien el cumplimiento del programa de capacitación. ","{'id': 80, 'nombre': 'Simples_60'}",True,Bumeran,False,09-08-2023 11:14:13,13391471,,,17,48,11,Presencial,1,-12.2748205,-75.8497641,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947713'}]",1115947713,simple
Practicante de Atracción del Talento,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_2076190_bum_v4a1c7672.jpg,BANCO PICHINCHA,"Miraflores, Lima",09-08-2023,0,0,True," ¡Únete a nuestro equipo con Confianza para Ganar! En el Banco Pichincha estamos comprometidos con Inspirar y Retribuir Confianza. Nos encontramos en la búsqueda de talento para la posición Practicante de Atracción del Talento , conoce más sobre esta oportunidad laboral a continuación: ¿Cuál es el reto principal? Ejecutar los procesos de reclutamiento y selección, cumpliendo los tiempos y parámetros establecidos. ¿Cuáles serán tus principales responsabilidades? Ejecutar, de principio a fin, el proceso de reclutamiento y selección para cubrir vacantes de la organización (convocatoria, filtros, dinámicas, entrevistas, informes, etc.). Realizar el proceso de incorporación de nuevos colaboradores. Comunicar oportunamente las diferentes etapas y el estado del proceso a candidatos y clientes internos ¿Cuáles serán tus principales responsabilidades? Estudiante universitario o Egresado/a de las carreras de Psicología, Recursos Humanos, Administración o afines. Indispensable experiencia de 6 meses viendo procesos masivos. Conocimiento de Office a nivel intermedio. Manejo de entrevistas por competencias. ¿Qué te ofrecemos? Oportunidad de realizar línea de carrera. Beneficios corporativos. En el Banco Pichincha creemos firmemente en la igualdad de oportunidades por lo cual promovemos la diversidad de género, origen étnico, nacionalidad, la inclusión de personas con discapacidad y/o habilidades diferentes (de acuerdo con lo establecido en la Ley N° 29973). ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 10:25:02,2076190,4.08,,17,2565,11,Híbrido,1,-12.2748205,-75.8497641,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947615'}]",1115947615,simple
GERENTE DE RECURSOS HUMANOS,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/8/4/4/3/2/logoMainPic_10084432.jpg,ESTILOS SRL,"Arequipa, Arequipa",09-08-2023,0,0,False," ESTILOS , empresa peruana líder en el rubro Retail con más de 25 tiendas a nivel nacional requiere incorporar a su equipo el mejor talento para cubrir la posición de GERENTE DE RECURSOS HUMANOS para su sede en AREQUIPA REQUISITOS Titulado en Administración, Ingeniería Industrial, Relaciones Industriales o carreras afines. Posgrado en Gestión de Talento Humano. Experiencia mínima de cinco (05) años en Talento Humano en empresas de rubro privado, de preferencia en empresas Retail. Conocimiento de la legislación laboral vigente. Conocimiento de procedimientos de Reclutamiento y Selección. Políticas y procedimientos de Talento Humano. Planificación, Evaluación y Detección de necesidades de Capacitación. Conocimiento de office nivel avanzado. Dominio de Ingles nivel Intermedio. RESPONSABILIDADES Responsable de la definición de las políticas y procedimientos de la Gestión del Talento Humano. Responsable del fortalecimiento de la Cultura Organizacional de la empresa, elaborando e implantando estrategias. Responsable de asegurar la realización humana y profesional, así como el bienestar social del personal de la empresa. Responsable del cumplimiento de la dotación del personal idóneo para cada puesto de trabajo. Responsable del manejo eficiente de la administración del personal. Responsable de la validez y exactitud de la información presentada en la planilla de pagos del personal. Responsable de definir, evaluar y controlar los objetivos del área, mediante la implementación de indicadores de desempeño. Responsable de comunicar las actualizaciones de los flujos de trabajo, brindar información veraz, confiable, precisa y oportuna al Área de Procesos y Desarrollo Estratégico con la finalidad de contribuir al seguimiento, control, auditoría y mejora continua del área a cargo. Responsable de cumplir y hacer cumplir a su equipo de trabajo los procesos de su área; asegurando la operatividad del negocio en cumplimiento de los parámetros establecidos. Responsable de promover un clima laboral adecuado en el Centro de Trabajo. Cumplir y hacer cumplir el Reglamento Interno de Trabajo. BENEFICIOS Pertenecer a una sólida organización con más de 25 años en el mercado Salario acorde al mercado Abstenerse de postular las personas que NO cuenten con los requisitos indicados. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 07:57:29,10084432,2.0,,17,48,11,Presencial,1,-16.3988222,-71.5368861,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947238'}]",1115947238,simple
"Practicante Profesional de Seguridad, Sostenibilidad y Bienestar",Part-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_10131902_bum_v980d880.jpg,Verisure Perú ,"San Isidro, Lima",09-08-2023,0,0,False," Somos Verisure Perú, compañía especializada en sistemas de seguridad electrónica de alta tecnología y líder en el mercado europeo. Con 30 años de presencia en Europa y Latinoamérica, Verisure se encuentra en total desarrollo y transformación tecnológica, ofreciendo a nuestros clientes la confianza y seguridad necesaria para proteger lo que más les importa. Además, se encuentra certificada como una de las mejores empresas para trabajar, por Great Place to Work. Es por ello que actualmente nos encontramos en la búsqueda del mejor talento para cubrir la posición de un(a) Practicante Profesional de Seguridad, Bienestar y Sostenibilidad Requisitos: Ser estudiante de último ciclo o recien egresado de las carreras de Ingeniería Industrial, Ingeniería de Seguridad y Salud en el Trabajo y/o carreras afines. Contar con 1 año de experiencia realizando funciones similares. Conocimiento delegislación laboral vigente de preferencia Conocimiento de ISOS45000, 14000 Y SA800, será un plus Dominio avanzado de Microsoft office. Funciones: Participar del desarrollo, seguimiento y ejecución de proyectos de sostenibilidad, diversidad e inclusión. Gestión de indicadores del área Soporte al área de bienestar en la evaluación demográfica de nuestros colaboradores para identificar necesidades. Apoyar en la gestión de Descansos Médicos Asistir en iniciativas preventivas en seguridad. Participar en la elaboración y gestión documentaria del área. Dar soporte a la implementación de nuevas iniciativas. Beneficios: Convenio de prácticas Tarjeta de alimentación. Línea de carrera Capacitaciones a través de Workday Learning. Pertenecer a una empresa certificada por Great Place to Work. Verisure Perú es una empresa que promueve y garantiza el desarrollo profesional de sus colaboradores en un ambiente de igualdad y respeto, fomentando además que todos tengan las mismas oportunidades de crecimiento y mejora. Además, desde la postulación orientamos a las personas con discapacidad e inclusión laboral en nuestros diferentes procesos de reclutamiento, según la LEY N° 29973, en pro de la protección y promoción en condiciones de igualdad. &quot;Vamos, qué esperas para ser parte del equipo de trabajo de Verisure” ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 07:48:29,10131902,4.2,,17,48,11,Presencial,1,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947215'}]",1115947215,simple
Asistente de Recursos Humanos - Presencial en el Callao,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_1665590_bum_v37668dde.jpg,Productos Paraíso del Perú,"Callao, Lima",09-08-2023,0,0,False," En Productos Paraíso del Perú, nos encontramos en búsqueda de talento para el área de Recursos Humanos: Principales Funciones: Manejo de indicadores de gestión Elaboración de contratos de trabajo Control de asistencia y horas extras Control de vacaciones Conocimiento de la legislación laboral vigente Requisitos: Bachiller en Administración y/o Gestión de Recursos Humanos y/o Ingeniería Industrial Experiencia mayor a 3 años como Asistente Indispensable: Excel a nivel intermedio/avanzado Condiciones Laborales: Planilla con todos los beneficios de ley Utilidades Línea de carrera Trabajo 100% presencial ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 07:11:38,1665590,,,17,48,11,Presencial,1,-12.0333333,-77.1333333,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115947122'}]",1115947122,simple
Analista Junior de Selección,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/9/0/3/4/5/logoMainPic_10090345_bum_v2c195086.jpg,BITEL,"San Isidro, Lima",09-08-2023,0,0,False," Funciones : Liderar los procesos de selección solicitados internamente: levantamiento de perfil, publicación, filtros curriculares y telefónicos, entrevistas por competencias, evaluación mediante pruebas y validar el perfil con referencias laborales. Gestionar el proceso de selección de cara al cliente interno: presentación de terna y coordinación de entrevistas con área solicitante. Gestionar el envío de documentación para el ingreso del nuevo colaborador. Liderar el proceso de onboarding a la compañía: gestionar los accesos correspondientes según el perfil, brindar la inducción corporativa y supervisar el proceso de inducción al puesto. Requisitos : Bachiller en Psicología, Administración o Ingeniería Industrial. Nivel de inglés avanzado. Dominio de Microsoft Office a nivel intermedio. 2 años de experiencia en selección de personal. Comunicación asertiva, liderazgo, proactividad, orientación al resultado y al cliente interno. Beneficios : Planilla completa con todos los beneficios acorde a ley. Línea de carrera. Pago de utilidades. EPS cubierta parcialmente. Oportunidad de crecimiento laboral. Beneficios Corporativos. ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 05:19:53,10090345,2.75,,17,2565,11,Presencial,2,-12.1021759,-77.0578855,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115946794'}]",1115946794,simple
ASISTENTE DE GESTION HUMANA - SEDE ATE URGENTE,Full-time,https://imgbum.jobscdn.com/portal/img/empresas/11/static/logoMainPic_13289496_bum_v7c5c5edd.jpg,PEVISA AUTO PARTS S.A.,Perú,09-08-2023,1600,1800,False," Somos una empresa productora y exportadora de empaquetaduras y elementos de sellado para una amplia variedad de motores. Contamos con más de &#x34; &#x33; años de experiencia, produciendo y exportando nuestros productos a más de &#x33; &#x30; países, bajo los más altos estándares de calidad y certificación ISO &#x39; &#x30; &#x30; &#x31; con el fin de satisfacer la demanda y necesidades de nuestros socios comerciales. Estamos buscando un Asistente de Gestion Humana para unirse a nuestro equipo. El candidato ideal será apasionado por los recursos humanos y la gestión de talento, y disfrutará trabajando en un ambiente dinámico y colaborativo. Funciones y Responsabilidades: - Apoyar en el proceso de selección y reclutamiento de personal con la etapa de la entrevista psicológica. - Responsable del seguimiento del Programa de Bienestar Social - Realizar el seguimiento al cumplimiento de las capacitaciones internas de la organización. - Dar seguimiento al cumplimiento de las evaluaciones de desempeño de los colaboradores antes de la renovación del contrato. - Coordinar la realización de actividades culturales, deportivas de esparcimiento o promoción dirigido a los colaboradores de la empresa. - Dar seguimiento a las actividades del Psicólogo del área. - Participar en la revisión y aplicación de nuevos procedimientos y métodos de trabajo. - Realizar otras funciones y atribuciones afines orientadas por su superior inmediato. Habilidades y Requisitos: - Egresado y/o Bachiller universitario en Psicología, Administración de Empresas; Recursos Humanos o áreas similares relacionadas - &#x31; a &#x32; años de experiencia trabajando en Recursos Humanos o en una posición administrativa preferiblemente en empresas del sector industrial y/o automotriz - Excelentes habilidades interpersonales y capacidad de trabajo en equipo - Capacidad para trabajar en un ambiente dinámico, mejorar procesos y solucionar problemas - Excelente comunicación oral y escrita en español e inglés. Condiciones: - Salario acorde al mercado laboral. - Planilla desde el primer dia. - Capacitaciones constantes. - Buen clima laboral. - Horario de trabajo de lunes a viernes de &#x38;: &#x33; &#x30;am a &#x36;: &#x34; &#x35;pm - Disponibilidad para laborar de forma presencial en el distrito de ATE (Av. Separadora Industrial con Av. La Molina) Si sientes que cumples con los requisitos de la posición y deseas formar parte de nuestro equipo, por favor envía tu CV junto con una carta de presentación. ¡Esperamos contar contigo! ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 05:19:31,13289496,,,17,2565,11,Presencial,1,-12.0266998,-76.8895843,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115898767'}]",1115898767,simple
Asistente de Selección - Rubro Alimentos y Bebidas,Full-time,,ARAMBURU MATRIZ,"Magdalena, Lima",09-08-2023,0,0,False," Somos Aramburú Matriz, una corporación líder a nivel nacional del sector gastronómico con más de 30 años de experiencia en el mercado. Nuestras 22 marcas entre restaurantes y dark kitchen ubicados estratégicamente en distintos distritos de Lima, así como la planta de procesamiento de alimentos Gina y Michell nos permiten ofrecer una variada gama de opciones a nuestros clientes. ¿Estás preparado para vivir la experiencia Arama? ¡Únete a nuestro equipo! Estamos en búsqueda de un(a) Asistente de Selección por reemplazo de PRE y POST NATAL ¿Qué necesitas? - Egresado o Bachiller de la carrera de Psicología. - Experiencia mínima de 03 años en el cargo. - Dominio de Ms Excel a nivel intermedio. - Disponibilidad para trabajar en Magdalena del Mar - Disponibilidad para trabajar por reemplazo de pre y pos natal (hasta noviembre) ¿Qué harás? - Efectuar la convocatoria y reclutamiento de personal, según los requerimientos de los clientes internos. - Aplicación y corrección de evaluaciones psicológicas a los postulantes. - Realización de referencias laborales. - Realización de dinámicas de grupos. - Armado de files del personal ingresante. - Ingreso de personal al sistema de RRHH. - Elaboración de contratos y documentos de ingreso. ¿Qué te ofrecemos? - Ingreso directo a planilla. - Agradable clima laboral ","{'id': 80, 'nombre': 'Simples_60'}",False,Bumeran,False,09-08-2023 04:23:23,13032429,,,17,2565,11,Presencial,1,34.1167305,-107.2439251,"[{'rel': 'self', 'href': 'http://bm-applicants.api.core.jobs.navent.biz/v0/application/avisos/1115946603'}]",1115946603,simple
