tituloTrabajo,tipoTrabajo,empresa,localizacion,fechaPublicacion,aptoDiscapacitado,detalle,confidencial,idEmpresa,promedioEmpresa,idArea,idSubarea,idPais,modalidadTrabajo,cantidadVacantes,id,tipoAviso,cargoTrabajo,subareaTrabajo,localizacionTrabajo,skill_keywords
Analista de Compensaciones,Full-time,UNIVERSIDAD NORBERT WIENER,"Cercado De Lima, Lima",07-07-2023,No,En la Universidad Wiener  estamos Licenciados por SUNEDU y certificados por Great Place to Work  somos más de     colaboradores comprometidos en brindar unaExperiencia Educativa Excepcional y mejorar la vida de miles de estudiantes  se parte de nuestro propósito siendo nuestro  a  próximo  a  Analista de Compensaciones El objetivo principal es  Controlar y cumplir con la ley de igualdad salarial en base a los parámetros laborales  legales y tributarios  además de brindar la atención personalizada a loscolaboradores bajo la perspectiva de una experiencia educativa excepcional  Nuestro  a  próximo  a  colaborador debe ser   Profesional de Ingeniería Industrial  Contador Administrador   Gestión de Recursos Humanos    Excel a nivel avanzado    Experiencia en Valorización de Puestos y Bandas Salariales Estas serán tus principales funciones    Levantar los descriptivo de puestos    Mantener actualizado los organigramas y MOF de la Compañía    Diseñar y mejorar las estructuras salariales   Realizar la valorización de puestos   Determinar la escala salarial y análisis de las remuneraciones    Implementar la Ley de Equidad Salarial Tu horario    Lunes a viernes     am a    pm Disfruta de los beneficios que tenemos para ti    Ingreso a planilla con beneficios de ley desde el primer día    Remuneración acorde al mercado    Se parte de una empresa que se preocupa por el bienestar y crecimiento de sus colaboradores   Brindamos línea de carrera   Cuponeras de horas libres    Descuentos Corporativos y Recreativos   Postula y se parte de nuestra familia Wiener y juntos sigamos brindando una experiencia educativa excepcional para miles de estudiantes,No,10007529,3.5,17,2637,11,Híbrido,1,1115900096,simple,Analista,Compensaciones,Lima,"['excel', 'ingeniería']"
Jefe de Compensaciones y Beneficios,Full-time,CL SELECTION/CORNESTONE,"Lima, Lima",04-07-2023,No,En CL Selection by Cornerstone   empresa consultora especializada en la búsqueda directa de ejecutivos de Gerencia Media  posiciones especializadas y puestos de entrada de alto potencial  cuenta con un cliente muy importante del sector Industrial   que se encuentra en la búsqueda de un  Jefe de Compensaciones y Beneficios Principales Funciones  Diseñar paquetes de compensaciones y programas de primas que se ajusten al plan estratégico de la empresa  Identificar tendencias e implementar nuevas prácticas para atraer y motivar a los empleados Renovar nuestros planes de compensaciones con beneficios monetarios y no monetarios basándose en las necesidades de los empleados  Estructurar las compensaciones de forma que brinden el más alto valor a la organización  Hacer un seguimiento de los datos de referencia sobre compensaciones y beneficios  Requisitos  Profesional de la carrera de administración de empresas  ingeniería industrial  ingeniería de sistemas o carreras afines  Experiencia mínima de 4 años como jefe de compensaciones y control de gestión  jefe de eficiencia organizacional  especialista en compensaciones y planeamiento  entre otros afines Conocimiento sobre creación de paquetes de compensaciones y programas de beneficios variables  Conocimientos en sistemas de evaluación y análisis del puesto de trabajo Manejo de indicadores de gestión y estadística Excel a nivel avanzado  Manejo de power BI  Indispensable,No,13395322,,17,2567,11,Presencial,1,1115807003,simple,Jefe,Compensaciones,Lima,"['excel', 'administración', 'indicadores', 'power bi', 'ingeniería']"
Coordinador de Compensaciones y Administración de Personal,Full-time,DON POLLO TROPICAL S.A.C.,"Santiago de Surco, Lima",03-07-2023,No,Somos el Grupo Don Pollo  Tenemos   años liderando y representando el rubro avícola en toda nuestra región amazónica  nos innovamos en cada proceso y es por ello que buscamos profesionales comprometidos con nuestra misión “Transformamos nuestra pasión en nutrición de calidad” Creemos que tú puedes ser nuestro próximo  COORDINADOR DE COMPENSACIONES Y ADMINISTRACIÓN DE PERSONAL  Esta será tu misión  Asegurar la equidad interna y competitividad externa a nivel salarial para fomentar la fidelización de los colaboradores con el Corporativo  con la finalidad de optimizar los recursos humanos  Estos serán tus retos  Realizar la valoración de todos los puestos del corporativo  bajo la metodología elegida por la empresa  Establecer las bandas salariales para fomentar la competitividad externa y asegurar la equidad interna  Analizar y validar las propuestas de incrementos  revisiones salariales de los colaboradores a fin de mantener la equidad interna de la empresa y el uso eficiente del presupuesto  Realizar el levantamiento  actualización y distribución de los descriptivos de puestos del Corporativo  Realizar y controlar el headcount e indicadores de gestión humana  para que estos contribuyan al buen control de los procesos y a la toma de decisiones de revisiones salariales especificas o masivas  Mantener actualizado los organigramas del Corporativo para generar los presupuestos de personal  Establecer el plan de beneficios según las categorías ocupacionales  Desarrollar proyectos relacionados al área para mantener actualizado los beneficios y buenas prácticas del mercado  así como a la constante actualización de los procesos y lineamiento de gestión humana  Desempeñar otras funciones que le asigne el jefe inmediato dentro del ámbito funcional  Cumplir con las normas  reglamentos  procedimientos  instrucciones y recomendaciones de seguridad y salud laboral establecidos por la empresa  Esto es importante para que puedas postular  Profesional de carreras de Ing  Industrial  Administración  Contabilidad  estadística o afines  Experiencia mínima de  años en compensaciones y administración de personal  Experiencia en diseño de estructura salarial  análisis de equidad interna y externa  diseño de estructura organizacional  indicadores de gestión y legislación laboral  Excel nivel avanzado  Power BI usuario  Manejo de Ofisis  Aquarius  T registro   Por qué trabajar con nosotros  Serás parte importante de una empresa líder y top en la región amazónica contribuyendo en el desarrollo socioeconómico del país  Tendrás oportunidad de seguir formándote  aprendiendo y desarrollándote en lo que más te apasiona  Somos un equipo de talentos multidisciplinados  creativos  innovadores y con una excelente comunicación  Te brindamos todas las herramientas necesarias para que cumplas con tus objetivos y misión    “En el Grupo Don Pollo promovemos la inclusión e inserción laboral de personas con discapacidad ”,No,13218981,3.75,17,2567,11,Presencial,1,1115889982,simple,Coordinador,Compensaciones,Lima,"['excel', 'ofisis', 'contabilidad', 'administración', 'indicadores', 'power bi']"
Analista de Administración y Compensaciones,Full-time,GRUPO FE,"San Borja, Lima",28-06-2023,No,Cuál será tu misión  Ejecutar la correcta ejecución de las remuneraciones  beneficios sociales y retenciones del personal  de acuerdo a las políticas de la organización y a la legislación vigente  con la finalidad de evitar cualquier contingencia laboral  Requisitos    Bachiller de la carrera universitaria de administración  contabilidad o afines       años como analista en el área de remuneraciones  administrando planillas de más de    trabajadores     Excel y Power BI avanzado Funciones    Ejecutar y calcular la planilla de personal  tareo  pagos de beneficios sociales  PLAME  AFP y pago de beneficios  de las diversas empresas del grupo     Elaborar reportes y cuadros estadísticos de los gastos de las nóminas de las diferentes empresas y analizarlos con la finalidad de que se permita optimizar costos y toma de decisiones     Controlar los saldos de vacaciones del personal  así como  atender las consultas y brindar orientación a los trabajadores     Proponer mejoras en las actividades de remuneraciones para la optimización y eficiencia de los procesos     Otras funciones encomendadas por la jefatura o gerencia inmediata   Qué ofrecemos     Línea de Carrera    Utilidades    Horas Libres    EPS    o Cobertura Fesalud     Convenios educativos   Capacitaciones constantes   Descuentos corporativos,No,2478480,,17,2637,11,Presencial,1,1115882789,simple,Analista,Compensaciones,Lima,"['eps', 'excel', 'plame', 'afp', 'contabilidad', 'utilidades', 'administración', 'power bi', 'tareo', 'vacaciones']"
Auxiliar de Compensaciones,Full-time,LA LEñA S.A.C.,"La Molina, Lima",04-08-2023,No,Holding ADV con mas de 30 años en el mercado  se encuentra en búsqueda del mejor talento para el cargo de Auxiliar de Compensaciones Requerimientos  Egresado o Bachiller en Contabilidad y o afines   Excel nivel Intermedio  tablas dinámicas   Mínimo 1 año de experiencia como analista de planilla remuneraciones en empresas de más de 500 colaboradores   Conocimiento en legislación laboral  Conocimiento en gestión de nómina y recursos humanos  Sunat  MPTE  Sunafil SCTR  etc   Experiencia manejando Sistema de planillas  deseable Perfil GX   Experiencia en empresas con de rubro restaurantes y o Retail  Funciones  Soporte en la elaboración de la planilla del corporativo  Dar soporte en el proceso de gratificaciones  CTS  Vacaciones y utilidades   Realizar la gestión del proceso del SCTR y Vida Ley   Entregar las liquidaciones con la documentación respectiva  Liquidación  certificados  etc    Soporte en los cálculos de la Renta de 5ta categoría   Elaborar el registro del personal a través de AFP Net   Apoyo y análisis del Tareo de marcación para elaboración de planilla   Dominar procesos de Plame  T registro  AFP Net   Proporcionar mejoras en las actividades de remuneraciones para optimizar y mejorar los procesos   Brindar información sobre dudas o consultas de los colaboradores   Realizar informes de cierre de mes  Beneficios  Remuneración de acuerdo al mercado  Beneficios completos por ley  Línea de carrera Horarios  Lunes a Viernes  de 8am a 6pm  Sábado  9am a 12pm,No,13289067,,17,2567,11,Presencial,1,1115941153,simple,Auxiliar,Compensaciones,Lima,"['excel', 'sunafil', 'gratificaciones', 'plame', 'afp', 'contabilidad', 'utilidades', 'cts', 'tareo', 'vacaciones']"
Jefe de Compensaciones,Full-time,PEOPLE DEVELOPMENT,"Callao, Lima",02-08-2023,No,Qué esperamos de ti  Profesional en Administración de Empresas  Ingeniería Industrial  Economía  Contabilidad o afines  Especialización en Compensaciones y o Recursos Humanos  Manejar Excel y Inglés a nivel avanzado  así como SAP y VISIO a nivel Intermedio  Contar con experiencia mínima de 5 años en el área de compensaciones  Tener conocimientos en Metodologías de Valoración  Legislación Laboral y Gestión de Bandas Salariales    Cuáles serán tus retos  Diseñar y evaluar la estrategia de compensaciones y beneficios hacia los diferentes niveles de la organización  a través de la definición de políticas y lineamientos para la administración de las compensaciones  Definir  analizar y actualizar las estructuras salariales  teniendo como input la información salarial de mercado  Administrar el proceso de revisión salarial anual y supervisar las propuestas económicas salariales para nuevas incorporaciones y promociones internas  Supervisar el mantenimiento de la descripción de puestos así como valorar los mismos de acuerdo a la metodología de uso corporativo  Hay Group   Elaborar y controlar del presupuesto anual de remuneraciones  Supervisar la elaboración de los principales indicadores de Recursos Humanos  Mantener constante monitoreo del mercado salarial  para tener información actualizada que sirva de insumo para la toma de decisiones y la mejora continua de beneficios salariales y no salariales,No,13052471,,17,2567,11,Híbrido,1,1115936787,simple,Jefe,Compensaciones,Lima,"['excel', 'contabilidad', 'administración', 'economía', 'inglés', 'indicadores', 'sap', 'ingeniería']"
Practicante Pre Profesional de Compensaciones y Remuneraciones,Pasantia,AVLA PERU COMPAÑIA DE SEGUROS S.A.,"San Isidro, Lima",25-07-2023,Si,Hola a todos  Estamos buscando al mejor talento que quiera sumarse al  OneTeamAvla como Practicante Pre Profesional de Recursos Humanos   Quiénes somos nosotros  Somos Avla Compañía de Seguros  pioneros en ofrecer soluciones integrales en Latinoamérica  a través de Pólizas de Caución  Seguros de Crédito y Soluciones de Financiamiento  Somos una empresa innovadora con crecimiento acelerado y presencia en Latinoamérica dentro de los países  Perú  Chile  Brasil y México   Qué debes cumplir    Estudiantes de últimos ciclos de las carreras Ing  Industrial  Administración  Economía y o afines    Conocimientos en indicadores de gestión de recursos humanos    Dominio de Excel a nivel avanzado    Dominio de herramientas de programación  deseable     Experiencia de 6 meses en roles afines  deseable    De qué te vas a encargar    Construcción y automatización de reportes de RRHH    Mantenimiento y automatización de la base de dotación de colaboradores    Seguimiento y automatización de vacaciones    Apoyo en la administración de contratos de trabajo    Mejora continua en los procesos del área   Qué te ofrecemos    Seguro FOLA    Subvención económica   Qué dices   Te gustaría formar parte del  OneTeamAVLA,Si,13101516,,17,2567,11,Híbrido,1,1115925890,simple,Practicante,Compensaciones,Lima,"['excel', 'administración', 'economía', 'indicadores', 'contratos', 'vacaciones']"
Analista de remuneraciones y compensaciones,Full-time,Confidencial,"Arequipa, Arequipa",20-07-2023,No,Administrar tareo y nómina de obreros y empleados elaborar  ejecutar y controlar el proceso de nómina del personal    Validar reporte de asientos contables   T Registro y PLAME   Validar y verificar el cumplimiento de los cálculos de nómina de los terceros   Elaborar estudios comparativos con el mercado y bandas salariales   Elaborar presupuesto de nómina y otros gastos de personal  análisis de costos    Elaborar y realizar seguimiento de KPIS de rotación  ausentismos   Controlar el cumplimiento del plan anual de vacaciones,No,10166281,,17,2567,11,Presencial,1,1115919222,simple,Analista,Compensaciones,Arequipa,"['plame', 'vacaciones', 'tareo']"
Practicante de Gestión de Compensaciones y Administración,Full-time,Rimac Cia de Seguros y Reaseguros S.A.,"San Isidro, Lima",19-07-2023,No,En Rímac Seguros  protegemos tu mundo  impulsamos tu bienestar  Somos la empresa líder del mercado asegurador  parte de BRECA  el grupo empresarial más grande del Perú y tenemos    años de experiencia en el mercado local  Estamos transformándonos para ser una organización más ágil y centrada en el cliente  por ello nos encontramos en búsqueda de profesionales que quieran sumarse a este cambio  Reto de la posición  Apoyar en la gestión de los diferentes procesos de administración de personal asegurando el cumplimiento de los lineamientos de la compañía y de los entes reguladores  Funciones principales  Realizar cambios de actualizaciones en T  Registro de Rimac Seguros y Rimac EPS  Actualizar los formularios digitales de turecibo com  Realizar seguimiento a la planilla de Service  Registrar cambios de cuentas sueldo en sistema  certificados de ta categoría  utilidades  cambios de cuenta de AFP  Realizar la encuesta a la SBS mensual y semestralmente  Realizar la conciliación de abonos realizados por el área  Apoyar en el control y registro de vacaciones  Atender las consultas de los colaboradores  Atender a las consultas de auditorías internas y externas  Realizar el envío de reportes solicitados por otras divisiones  Requisitos  Estudiante de no o  mo ciclo de las carreras de Administración  Contabilidad  Ing  Industrial  Ing  Empresarial o afines  Experiencia de  meses como practicante en áreas relacionadas a la gestión humana   deseable  Excel  avanzado  Beneficios     Flex time y early friday todo el año    Cuponera de días libres   día libre por cumpleaños    Seguro FOLA   Cursos de capacitación   Línea de carrera   Convenio con entidades educativas POSTULA INGRESANDO AL SIGUIENTE LINK  https   rimactalento typeform com to oF cfnvt,No,10119945,5.0,17,2567,11,Híbrido,1,1115917995,simple,Practicante,Compensaciones,Lima,"['eps', 'excel', 'afp', 'contabilidad', 'utilidades', 'administración', 'turecibo', 'cuentas', 'vacaciones']"
JEFE DE COMPENSACIONES,Full-time,INSTITUTO QUIMIOTERAPICO S.A. (IQFARMA),Lima,14-07-2023,No,IQFARMA  Laboratorio farmacéutico nacional con más de   años al servicio de la salud  dedicado a la fabricación y comercialización de productos de marca de diferentes especialidades farmacéuticas y genéricos de calidad que se distribuyen con gran éxito en el mercado privado e institucional  Actualmente nos encontramos en la búsqueda de  JEFE DE COMPENSACIONES REQUISITOS    Bachiller y o titulado a  de contabilidad  administración o carreras afines    Especialización en gestión laboral y compensación salarial    Conocimiento de Excel nivel intermedio avanzado    Contar con  años de experiencia en posiciones afines como supervisor  coordinador o jefe de compensaciones  BENEFICIOS   Salario acorde al mercado    Ingreso a planilla desde el primer día    Oportunidad de pertenecer a un importante laboratorio en crecimiento   Alimentación cubierta al     FUNCIONES   Responsabilidad del proceso completo de elaboración de las nóminas correspondientes a los colaboradores  verificación del cumplimiento de los cronogramas de entrega  novedades  firmas y abono correspondiente    Conciliar mensualmente las desviaciones del presupuesto de costo laboral vs  las nóminas ejecutadas    Diseñar  elaborar  coordinar y planificar el planeamiento remunerativo de costo laboral para cada año    Analizar y elaborar el diseño organizacional de la empresa    Supervisión de la atención a los colaboradores en cuanto a sus consultas y requerimientos laborales y de gestión de acuerdo a la política de atención vigente    Responsable de analizar y respetar las políticas remunerativas y contables para eliminar contingencias tributarias en la declaración de la DJ,No,1338890,,17,2567,11,Presencial,1,1115911423,simple,Jefe,Compensaciones,Lima,"['excel', 'contabilidad', 'administración']"
JEFE DE COMPENSACIONES,Full-time,INSTITUTO QUIMIOTERAPICO S.A. (IQFARMA),Lima,06-07-2023,No,IQFARMA  Laboratorio farmacéutico nacional con más de   años al servicio de la salud  dedicado a la fabricación y comercialización de productos de marca de diferentes especialidades farmacéuticas y genéricos de calidad que se distribuyen con gran éxito en el mercado privado e institucional  Actualmente nos encontramos en la búsqueda de  JEFE DE COMPENSACIONES REQUISITOS    Bachiller y o titulado a  de contabilidad  administración o carreras afines    Especialización en gestión laboral y compensación salarial    Conocimiento de Excel nivel intermedio avanzado    Contar con  años de experiencia en posiciones afines como supervisor  coordinador o jefe de compensaciones  BENEFICIOS   Salario acorde al mercado    Ingreso a planilla desde el primer día    Oportunidad de pertenecer a un importante laboratorio en crecimiento   Alimentación cubierta al     FUNCIONES   Responsabilidad del proceso completo de elaboración de las nóminas correspondientes a los colaboradores  verificación del cumplimiento de los cronogramas de entrega  novedades  firmas y abono correspondiente    Conciliar mensualmente las desviaciones del presupuesto de costo laboral vs  las nóminas ejecutadas    Diseñar  elaborar  coordinar y planificar el planeamiento remunerativo de costo laboral para cada año    Analizar y elaborar el diseño organizacional de la empresa    Supervisión de la atención a los colaboradores en cuanto a sus consultas y requerimientos laborales y de gestión de acuerdo a la política de atención vigente    Responsable de analizar y respetar las políticas remunerativas y contables para eliminar contingencias tributarias en la declaración de la DJ,No,1338890,,17,2567,11,Presencial,1,1115897365,simple,Jefe,Compensaciones,Lima,"['excel', 'contabilidad', 'administración']"
Analista de Compensaciones - Elaboración y Gestión de Planillas,Full-time,Bigmond Group,"Cieneguilla, Lima",26-06-2023,No,En MILL   Hire The Future  firma perteneciente a Bigmond Group  por encargo de nuestro cliente  importante empresa dedicada a la gestión y operación de camposantos  se encuentra en búsqueda de un a   Analista de Compensaciones  Objetivo del puesto  Realizar los pagos de planilla y cierres contables correspondientes  Así como brindar el soporte adecuado a los colaboradores de la empresa con relación a sus pagos  Funciones  Realizar los cálculos de Beneficios Sociales   BBSS   tales como  Vacaciones  Compensación de tiempo de servicio  Gratificaciones  Utilidades  entre otros  de los trabajadores en planilla y en formación según los plazos establecidos  Manejo de procesos como Horas extras  liquidaciones  renta de ta categoría  Analizar el cálculo y balance de las planillas de sueldos  adicionales  descuentos  adelanto para un adecuado abono  Mantener actualizado la información de compensaciones  que permita un análisis permanente según el requerimiento de la organización  Manejo de registro en T Registro  ERPs  AFP net  Plame  Elaboración de TXT para pagos de planillas mensual  vacaciones  CTS  gratificación  Gestionar y analizar el proceso post planilla y cierre con Contabilidad Tesorería  Gestionar trámites en Essalud  EPS Rimac y AFP´s  Cálculos de subsidios  Seguimiento a la administración de seguros  para temas relacionados de pago  notas de crédito y recepción de facturas  Preparar la distribución de pago de tarjetas alimentarias  Emisión de Boletas y documentos cesados  Emisión documentaria según se requiera  Certificado de ta  constancias de trabajo  liquidación de CTS  Liquidación de utilidades  cartas de rendimiento  entre otros   Elaborar reportes a solicitud  Requisitos  Bachiller o Titulado de Contabilidad  Administración de Empresas  Ingeniería industrial  afines  Experiencia de  años como mínimo en puestos similares  analista de compensaciones  encargado de planillas  administración de personal enfocado en elaboración y gestión de planillas  Experiencia en elaboración y gestión de planilla superior a    trabajadores  Con dominio de Excel a nivel intermedio y o avanzado  Con dominio en un ERP de planillas  ya sea propia de la empresa o similares  Disponibilidad para trabajar     presencial en La Molina,No,10107949,3.71,17,2567,11,Presencial,1,1115878887,simple,Analista,Compensaciones,Lima,"['eps', 'excel', 'gratificaciones', 'plame', 'afp', 'contabilidad', 'utilidades', 'administración', 'essalud', 'cts', 'ingeniería', 'subsidios', 'vacaciones', 'erp']"
Analista Regional de Compensaciones y Beneficios,Full-time,Confidencial,"Cercado De Lima, Lima",03-08-2023,No,Importante empresa trasnacional  de consumo masivo  desea incorporar a su staff de profesionales a un a   Analista Regional de Compensaciones y Beneficios Requisitos  Profesional de la carrera de ingeniería industrial  contabilidad y o administración  Experiencia mínima de 3 años en empresas industriales o de consumo masivo en puestos de analista de compensaciones  analista de control de gestión de RRHH u otros afines  Experiencia manejando proyectos que hayan generado ahorros o mejor inversión del presupuesto de RRHH  Manejo de indicadores de gestión de RRHH  manejo de escalas estudios salariales  manejo de ratios  percentiles  manejo de equidad interna y externa  Altamente deseable manejo de SAP  Funciones  Ser responsable de analizar datos y tendencias en cuanto a sueldos y salarios  Revisando la nómina asegurándose la equidad interna  generando planes de acción para que exista menos desviación estándar  Monitorear íntegramente las condiciones del mercado  revisando los estudios salariales  asegurando la equidad externa de la empresa  revisando los ratios y los percentiles en los que se ubica la organización para proporcionar ofertas de compensación competitivas  Proponer compensaciones variables a nivel regional  de acuerdo con la realidad de cada país  que resulten efectivas  rentables y sostenibles en el tiempo  Generar proyectos  de una amplia gama de datos salariales  que permitan manejar de manera más rentable y efectiva el presupuesto de RRHH a nivel corporativo  Examinar los efectos posteriores de las revisiones salariales  crear informes de compensación para presentar a la alta gerencia,No,2472770,,17,2567,11,Híbrido,1,1115939697,simple,Analista,Compensaciones,Lima,"['contabilidad', 'administración', 'indicadores', 'sap', 'ingeniería']"
Jefe Regional de Compensaciones y Beneficios,Full-time,Confidencial,"Cercado De Lima, Lima",04-08-2023,No,Importante empresa trasnacional  de consumo masivo  desea incorporar a su staff de profesionales a un a   Jefe Regional de Compensaciones y Beneficios Requisitos  Profesional de la carrera de ingeniería industrial  contabilidad y o administración  Experiencia mínima de 5 años en empresas industriales o de consumo masivo en puestos de coordinador jefe de compensaciones  coordinador jefe de control de gestión de RRHH u otros afines  Experiencia manejando proyectos que hayan generado ahorros o mejor inversión del presupuesto de RRHH  Manejo de indicadores de gestión de RRHH  manejo de escalas estudios salariales  manejo de ratios  percentiles  manejo de equidad interna y externa  Altamente deseable manejo de SAP  Funciones  Ser responsable de analizar datos y tendencias en cuanto a sueldos y salarios  Revisando la nómina asegurándose la equidad interna  generando planes de acción para que exista menos desviación estándar  Supervisar íntegramente las condiciones del mercado  revisando los estudios salariales  asegurando la equidad externa de la empresa  revisando los ratios y los percentiles en los que se ubica la organización para proporcionar ofertas de compensación competitivas  Dirigir y proponer compensaciones variables a nivel regional  de acuerdo con la realidad de cada país  que resulten efectivas  rentables y sostenibles en el tiempo  Generar proyectos  de una amplia gama de datos salariales  que permitan manejar de manera más rentable y efectiva el presupuesto de RRHH a nivel corporativo  Examinar los efectos posteriores de las revisiones salariales  crear informes de compensación para presentar a la alta gerencia,No,2472770,,17,2567,11,Híbrido,1,1115941438,simple,Jefe,Compensaciones,Lima,"['contabilidad', 'administración', 'indicadores', 'sap', 'ingeniería']"
LAUREATE: PRACTICANTE DE COMPENSACIONES,Part-time,Laureate Perú,"Lima, Lima",11-07-2023,No,Laureate es una corporación con presencia internacional  cuyo propósito es proporcionar acceso a una educación asequible y de alta calidad  mediante nuestras instituciones UPC  UPN y Cibertec  atendiendo a más de    Mil estudiantes a nivel nacional   Contribuye con el equipo que promueve el desarrollo del país a través de la educación  Nos encontramos en la búsqueda de  Practicante Pre de Compensaciones MISIÓN DEL PUESTO  Apoyar en la constante actualización de la información organizacional de los colaboradores de la UPC  en los sistemas internos  Elaborar y hacer seguimiento las comunicaciones sobre los movimientos organizacionales que tengan los colaboradores  FORMACION Y EXPERIENCIA    Estudiante de las carreras de Ingeniería Industria  Sistemas o Administración de los últimos ciclos    Conocimiento de Excel  Word  Power Point  Vizio nivel Intermedio CONOCIMIENTOS    Experiencia de  meses de prácticas en posiciones similares  FUNCIONES    Apoyo en la elaboración mensual de los organigramas de la Universidad  y reflejar los cambios que se puedan dar  ingresos  ceses  promociones  etc     Elaboración y envío de comunicación sobre incrementos  ascensos  y otro tipo de cambio organizacional    Seguimiento y registro de todas las comunicaciones enviadas por parte del área de Compensaciones    Registro y actualización de datos organizacionales en sistemas de Administración de Personal  área  sección  sede  jefe  etc     Consolidación y elaboración de reportes de cambios y movimientos internos para nómina    Dar soporte y apoyo al equipo con otras labores encomendadas por el área    Apoyar en el registro de descriptivos de puestos y mantener actualizada la base de datos,No,2242930,3.66,17,2567,11,Remoto,1,1115903717,simple,Practicante,Compensaciones,Lima,"['excel', 'word', 'power point', 'administración', 'ingeniería']"
Practicante Pre Profesional de Compensaciones y People Analytics,Full-time,Hochschild,"Santiago de Surco, Lima",14-07-2023,No,En Hochschild somos responsables  innovadores  nos apasionan los retos e inspirar y promover el talento para contribuir con un mundo mejor  Lo hacemos de la mano de los mejores  en un ambiente inclusivo y diverso  y queremos que seas parte de ello  Practicante Pre Profesional de Compensaciones y People Analytics Funciones  Apoyar en la ejecución de reportes financieros del control presupuestal de Recursos Humanos  Brindar soporte en la creación de la propuesta de valor de los colaboradores  Realizar la consolidación y elaboración de reportes de Indicadores de Gestión de Recursos Humanos  Apoyar en el control y administración de la estructura organizacional a nivel corporativo  Requisitos  Estudiante a partir del vo ciclo de las carreras de Ingeniería Industrial  Negocios Internacionales  Administración de Empresa o afines  Excel a nivel Avanzado  Inglés a nivel Avanzado  Manejo de SAP y Power Bi  deseable,No,2290570,4.33,17,2567,11,Híbrido,1,1115911076,simple,Practicante,Compensaciones,Lima,"['excel', 'administración', 'inglés', 'indicadores', 'power bi', 'sap', 'ingeniería']"
Analista Jr de Compensaciones,Full-time,GRUPO PALMAS,"Surco, Lima",13-07-2023,No,Misión  Analizar y soportar el proceso de administración de compensaciones para garantizar la equidad interna y control del presupuesto de personal del Grupo Palmas  Requisitos  Profesional egresado de carreras administración  ingeniería industrial y afines  Asociados a procesos y metodologías de compensaciones  Hay Group  Word Excel PowerPoint  avanzado  y Power BI  intermedio  Funciones  Dar soporte en la estrategia de compensaciones  valorización de puestos  incrementos salariales  etc   para empleados  obreros y agrícolas Dar soporte en el proceso de elaboración de presupuesto de HC del Grupo Palmas  Elaborar y actualizar los procesos de compensaciones y beneficios Elaborar y mantener las descripciones de puestos y estructuras organizacionales en SAP Elaborar la oferta laboral para los futuros colaboradores  Proponer beneficios económicos y no económicos para los colaboradores  Elaborar la oferta laboral para los futuros colaboradores  Dar soporte en la gestión del presupuesto de la categoría people,No,10093984,4.62,17,2567,11,Híbrido,1,1115909670,simple,Analista,Compensaciones,Lima,"['excel', 'power point', 'word', 'administración', 'power bi', 'ingeniería', 'sap']"
Analista Jr de Compensaciones,Full-time,GRUPO PALMAS,"Surco, Lima",27-07-2023,No,Misión  Analizar y soportar el proceso de administración de compensaciones para garantizar la equidad interna y control del presupuesto de personal del Grupo Palmas  Requisitos  Profesional egresado de carreras administración  ingeniería industrial y afines  Asociados a procesos y metodologías de compensaciones  Hay Group  Word Excel PowerPoint  avanzado  y Power BI  intermedio  Funciones  Dar soporte en la estrategia de compensaciones  valorización de puestos  incrementos salariales  etc   para empleados  obreros y agrícolas Dar soporte en el proceso de elaboración de presupuesto de HC del Grupo Palmas  Elaborar y actualizar los procesos de compensaciones y beneficios Elaborar y mantener las descripciones de puestos y estructuras organizacionales en SAP Elaborar la oferta laboral para los futuros colaboradores  Proponer beneficios económicos y no económicos para los colaboradores  Elaborar la oferta laboral para los futuros colaboradores  Dar soporte en la gestión del presupuesto de la categoría people,No,10093984,4.62,17,2567,11,Híbrido,1,1115930483,simple,Analista,Compensaciones,Lima,"['excel', 'power point', 'word', 'administración', 'power bi', 'ingeniería', 'sap']"
Business Partner,Full-time,MDP Consulting SAC,"San Isidro, Lima",12-07-2023,No,En MDP Consulting  importante consultora de tecnología de la información con más de   años de experiencia en el rubro  certificada en CMMI Nivel   TMMI Nivel  e ISO            nos encontramos en búsqueda del mejor talento  para nuestra vacante de  Business Partner” Los interesados deben contar con lo siguiente  Requisitos  Experiencia en administración de personal  Experiencia en desarrollo humano  Conocimiento intermedio de Excel  Conocimiento básico de app de Microsoft  Forms  One Drive  Teams  otros   Conocimiento básico de ERP  Beneficios  Sueldo acorde al mercado Pagos mensuales y puntuales Oportunidad de línea de carrera horizontal o vertical Capacitaciones constantes Actividades de integración online EPS  opcional  Oportunidad de trabajar con importantes empresas internacionales de los rubros banca  telco y retail MDP cree en la igualdad de oportunidades para mujeres y hombres  por ello promovemos la diversidad de generaciones  origen  nacionalidad e inclusión de personas con habilidades diferentes y o discapacidad  de acuerdo con la Ley        Te encuentras interesado en ser parte de nuestro equipo   Postula con nosotros  En MDP  Lo hacemos diferente,No,10107863,1.0,17,48,11,Híbrido,1,1115906807,tecnologia,Business partner,Gestión Humana,Lima,"['eps', 'excel', 'administración', 'erp']"
